employer,title,city,province,salary,date,source,direct,search_occupation,url,posting_id
Ottawa Catholic School Board,high school teacher,Ottawa,ON,"$51,234.00 to $119,943.00 annually","June 18, 2026",ApplyToEducation,False,teacher (NOC 41220),https://www.jobbank.gc.ca/jobsearch/jobposting/49744500?source=searchresults,49744500
Ottawa Catholic School Board,high school teacher,Stittsville,ON,"$51,234.00 to $119,943.00 annually","June 18, 2026",ApplyToEducation,False,teacher (NOC 41220),https://www.jobbank.gc.ca/jobsearch/jobposting/49744535?source=searchresults,49744535
Ottawa Catholic School Board,elementary school teacher,Gloucester,ON,"$51,234.00 to $119,943.00 annually","June 18, 2026",ApplyToEducation,False,teacher (NOC 41220),https://www.jobbank.gc.ca/jobsearch/jobposting/49744540?source=searchresults,49744540
Ottawa-Carleton District School Board,"assistant, educational",Nepean,ON,$28.45 hourly,"June 17, 2026",ApplyToEducation,False,teacher (NOC 41220),https://www.jobbank.gc.ca/jobsearch/jobposting/49738763?source=searchresults,49738763
Ottawa-Carleton District School Board,"assistant, educational",Ottawa,ON,$29.54 to $32.95 hourly,"June 17, 2026",ApplyToEducation,False,teacher (NOC 41220),https://www.jobbank.gc.ca/jobsearch/jobposting/49738817?source=searchresults,49738817
Ottawa-Carleton District School Board,"assistant, educational",Nepean,ON,$29.54 to $32.95 hourly,"June 17, 2026",ApplyToEducation,False,teacher (NOC 41220),https://www.jobbank.gc.ca/jobsearch/jobposting/49735925?source=searchresults,49735925
Ottawa-Carleton District School Board,"assistant, educational",Kanata,ON,$28.45 hourly,"June 16, 2026",ApplyToEducation,False,teacher (NOC 41220),https://www.jobbank.gc.ca/jobsearch/jobposting/49731141?source=searchresults,49731141
Ottawa-Carleton District School Board,"assistant, educational",Nepean,ON,$29.54 to $32.95 hourly,"June 16, 2026",ApplyToEducation,False,teacher (NOC 41220),https://www.jobbank.gc.ca/jobsearch/jobposting/49731195?source=searchresults,49731195
Ottawa-Carleton District School Board,"assistant, educational",Ottawa,ON,$29.54 to $32.95 hourly,"June 16, 2026",ApplyToEducation,False,teacher (NOC 41220),https://www.jobbank.gc.ca/jobsearch/jobposting/49729366?source=searchresults,49729366
Ottawa-Carleton District School Board,adult education teacher - secondary school,Nepean,ON,$37.04 to $46.84 hourly,"June 15, 2026",ApplyToEducation,False,teacher (NOC 41220),https://www.jobbank.gc.ca/jobsearch/jobposting/49724982?source=searchresults,49724982
Ottawa-Carleton District School Board,adult education teacher - secondary school,Nepean,ON,$37.04 to $46.84 hourly,"June 15, 2026",ApplyToEducation,False,teacher (NOC 41220),https://www.jobbank.gc.ca/jobsearch/jobposting/49724991?source=searchresults,49724991
Ottawa-Carleton District School Board,"assistant, educational",Gloucester,ON,$29.54 to $32.95 hourly,"June 14, 2026",ApplyToEducation,False,teacher (NOC 41220),https://www.jobbank.gc.ca/jobsearch/jobposting/49716107?source=searchresults,49716107
Ahlul-Bayt Community Center - Ottawa,"high school teacher, religious education",Ottawa,ON,$47.34 to $48.08 hourly (to be negotiated),"June 11, 2026",Job Bank,True,teacher (NOC 41220),https://www.jobbank.gc.ca/jobsearch/jobposting/49698724?source=searchresults,49698724
Euro Tile & Stone,warehouse associate,Ottawa,ON,$19.00 hourly,"June 20, 2026",indeed.com,False,warehouse (NOC 75101),https://www.jobbank.gc.ca/jobsearch/jobposting/49760149?source=searchresults,49760149
Leitrim Home Hardware Building Centre,warehouse receiver,Ottawa,ON,"$56,025.16 annually","June 16, 2026",ZipRecruiter,False,warehouse (NOC 75101),https://www.jobbank.gc.ca/jobsearch/jobposting/49738628?source=searchresults,49738628
Aenos Food Service,warehouse associate,Ottawa,ON,$19.00 to $22.00 hourly,"June 09, 2026",indeed.com,False,warehouse (NOC 75101),https://www.jobbank.gc.ca/jobsearch/jobposting/49684005?source=searchresults,49684005
Mikhaiel Logistics,warehouse associate,Ottawa,ON,$19.00 hourly,"June 01, 2026",indeed.com,False,warehouse (NOC 75101),https://www.jobbank.gc.ca/jobsearch/jobposting/49626164?source=searchresults,49626164
